world_id,world_name,seed,condition,precision,mean_lift,selected_ids
1,Stable Baseline,8,Agent C (Evidence Representation),0.4,0.08265538154083045,"['prop_signal_decay_up', 'prop_dummy_4_up', 'prop_dummy_7_down', 'prop_signal_up', 'prop_dummy_12_down']"
1,Stable Baseline,8,Agent D (Matched Random),0.0,-0.0030839494123076406,"['prop_dummy_4_up', 'prop_dummy_8_down', 'prop_dummy_9_up', 'prop_dummy_1_up', 'prop_dummy_3_up']"
1,Stable Baseline,8,Agent E (Counterfactual Inverted),0.0,-0.08265538154083049,"['prop_signal_decay_down', 'prop_dummy_4_down', 'prop_dummy_7_up', 'prop_signal_down', 'prop_dummy_12_up']"
1,Stable Baseline,9,Agent A (Raw Experience),0.2,-0.003104275910992782,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_2_down', 'prop_dummy_10_up', 'prop_spurious_signal_down']"
1,Stable Baseline,9,Agent B (Heuristic Lift),0.2,0.026951427878888223,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_2_down', 'prop_dummy_13_up', 'prop_dummy_10_up']"
1,Stable Baseline,9,Agent C (Evidence Representation),0.2,-0.003104275910992782,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_2_down', 'prop_dummy_10_up', 'prop_spurious_signal_down']"
1,Stable Baseline,9,Agent D (Matched Random),0.0,-0.02843758225650701,"['prop_dummy_11_down', 'prop_dummy_16_down', 'prop_dummy_8_down', 'prop_dummy_5_down', 'prop_dummy_1_up']"
1,Stable Baseline,9,Agent E (Counterfactual Inverted),0.2,0.0031042759109927596,"['prop_signal_down', 'prop_signal_shift_down', 'prop_dummy_2_up', 'prop_dummy_10_down', 'prop_spurious_signal_up']"
1,Stable Baseline,10,Agent A (Raw Experience),0.2,-0.02285563264869809,"['prop_spurious_signal_up', 'prop_signal_decay_up', 'prop_dummy_15_down', 'prop_dummy_12_down', 'prop_dummy_9_up']"
1,Stable Baseline,10,Agent B (Heuristic Lift),0.4,0.05306814654997116,"['prop_signal_shift_up', 'prop_spurious_signal_up', 'prop_signal_up', 'prop_signal_decay_up', 'prop_dummy_1_up']"
1,Stable Baseline,10,Agent C (Evidence Representation),0.4,0.05306814654997116,"['prop_signal_shift_up', 'prop_spurious_signal_up', 'prop_signal_up', 'prop_signal_decay_up', 'prop_dummy_1_up']"
1,Stable Baseline,10,Agent D (Matched Random),0.2,0.06443044074809634,"['prop_dummy_15_up', 'prop_spurious_signal_up', 'prop_dummy_10_down', 'prop_dummy_12_up', 'prop_signal_up']"
1,Stable Baseline,10,Agent E (Counterfactual Inverted),0.2,-0.0530681465499712,"['prop_signal_shift_down', 'prop_spurious_signal_down', 'prop_signal_down', 'prop_signal_decay_down', 'prop_dummy_1_down']"
1,Stable Baseline,11,Agent A (Raw Experience),0.0,-0.033006242430878185,"['prop_signal_shift_up', 'prop_dummy_18_up', 'prop_dummy_11_up', 'prop_dummy_13_down', 'prop_dummy_16_up']"
1,Stable Baseline,11,Agent B (Heuristic Lift),0.2,0.011015197444237124,"['prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_1_up', 'prop_dummy_18_up', 'prop_dummy_11_up']"
1,Stable Baseline,11,Agent C (Evidence Representation),0.4,0.03522865821683768,"['prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_18_up', 'prop_dummy_11_up', 'prop_signal_decay_up']"
1,Stable Baseline,11,Agent D (Matched Random),0.0,-0.012856757628726467,"['prop_dummy_11_up', 'prop_dummy_14_down', 'prop_dummy_21_down', 'prop_dummy_11_down', 'prop_dummy_13_up']"
1,Stable Baseline,11,Agent E (Counterfactual Inverted),0.2,-0.035228658216837606,"['prop_signal_shift_down', 'prop_signal_down', 'prop_dummy_18_down', 'prop_dummy_11_down', 'prop_signal_decay_down']"
1,Stable Baseline,12,Agent A (Raw Experience),0.0,-0.04173038328608218,"['prop_dummy_15_up', 'prop_dummy_21_down', 'prop_dummy_4_down', 'prop_dummy_1_down', 'prop_dummy_13_down']"
1,Stable Baseline,12,Agent B (Heuristic Lift),0.2,-0.0012298271125560588,"['prop_dummy_15_up', 'prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_21_down', 'prop_dummy_4_down']"
1,Stable Baseline,12,Agent C (Evidence Representation),0.2,-0.0012298271125560588,"['prop_dummy_15_up', 'prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_21_down', 'prop_dummy_4_down']"
1,Stable Baseline,12,Agent D (Matched Random),0.0,-0.010486391003632389,"['prop_dummy_12_up', 'prop_dummy_5_down', 'prop_dummy_18_up', 'prop_dummy_13_down', 'prop_dummy_8_up']"
1,Stable Baseline,12,Agent E (Counterfactual Inverted),0.2,0.0012298271125560367,"['prop_dummy_15_down', 'prop_signal_shift_down', 'prop_signal_down', 'prop_dummy_21_up', 'prop_dummy_4_up']"
1,Stable Baseline,13,Agent A (Raw Experience),0.0,-0.02801511727336582,"['prop_signal_shift_up', 'prop_dummy_7_up', 'prop_dummy_16_down', 'prop_dummy_17_down', 'prop_dummy_12_down']"
1,Stable Baseline,13,Agent B (Heuristic Lift),0.2,0.023261034813759063,"['prop_signal_shift_up', 'prop_dummy_3_down', 'prop_signal_up', 'prop_dummy_21_up', 'prop_dummy_7_up']"
1,Stable Baseline,13,Agent C (Evidence Representation),0.2,0.023261034813759063,"['prop_signal_shift_up', 'prop_dummy_3_down', 'prop_signal_up', 'prop_dummy_21_up', 'prop_dummy_7_up']"
1,Stable Baseline,13,Agent D (Matched Random),0.0,-0.04686329856183861,"['prop_dummy_5_up', 'prop_dummy_6_up', 'prop_dummy_18_down', 'prop_dummy_2_down', 'prop_dummy_17_down']"
1,Stable Baseline,13,Agent E (Counterfactual Inverted),0.2,-0.023261034813759053,"['prop_signal_shift_down', 'prop_dummy_3_up', 'prop_signal_down', 'prop_dummy_21_down', 'prop_dummy_7_down']"
1,Stable Baseline,14,Agent A (Raw Experience),0.0,0.005727762529624136,"['prop_spurious_signal_up', 'prop_dummy_18_down', 'prop_dummy_19_down', 'prop_dummy_17_up', 'prop_dummy_16_down']"
1,Stable Baseline,14,Agent B (Heuristic Lift),0.2,0.031082605589222333,"['prop_spurious_signal_up', 'prop_signal_up', 'prop_dummy_1_down', 'prop_dummy_14_up', 'prop_dummy_18_down']"
1,Stable Baseline,14,Agent C (Evidence Representation),0.2,0.03656773793297983,"['prop_spurious_signal_up', 'prop_signal_up', 'prop_dummy_1_down', 'prop_dummy_18_down', 'prop_dummy_19_down']"
1,Stable Baseline,14,Agent D (Matched Random),0.0,-0.023563278922416043,"['prop_signal_shift_up', 'prop_dummy_16_down', 'prop_dummy_19_up', 'prop_dummy_21_up', 'prop_dummy_17_down']"
1,Stable Baseline,14,Agent E (Counterfactual Inverted),0.0,-0.03656773793297981,"['prop_spurious_signal_down', 'prop_signal_down', 'prop_dummy_1_up', 'prop_dummy_18_up', 'prop_dummy_19_up']"
1,Stable Baseline,15,Agent A (Raw Experience),0.0,0.032110400474485656,"['prop_dummy_10_up', 'prop_dummy_12_down', 'prop_dummy_19_down', 'prop_dummy_5_up', 'prop_dummy_7_up']"
1,Stable Baseline,15,Agent B (Heuristic Lift),0.2,0.047704655935856634,"['prop_signal_up', 'prop_dummy_10_up', 'prop_signal_shift_up', 'prop_dummy_12_down', 'prop_dummy_20_up']"
1,Stable Baseline,15,Agent C (Evidence Representation),0.0,0.006403811532602588,"['prop_dummy_10_up', 'prop_signal_shift_up', 'prop_dummy_12_down', 'prop_dummy_19_down', 'prop_dummy_21_up']"
1,Stable Baseline,15,Agent D (Matched Random),0.2,0.043369668393247074,"['prop_dummy_3_down', 'prop_signal_up', 'prop_dummy_13_down', 'prop_dummy_20_down', 'prop_spurious_signal_up']"
1,Stable Baseline,15,Agent E (Counterfactual Inverted),0.2,-0.006403811532602543,"['prop_dummy_10_down', 'prop_signal_shift_down', 'prop_dummy_12_up', 'prop_dummy_19_up', 'prop_dummy_21_down']"
1,Stable Baseline,16,Agent A (Raw Experience),0.4,0.034658341472290896,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_13_down', 'prop_dummy_7_down', 'prop_signal_decay_up']"
1,Stable Baseline,16,Agent B (Heuristic Lift),0.4,0.034658341472290896,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_13_down', 'prop_dummy_7_down', 'prop_signal_decay_up']"
1,Stable Baseline,16,Agent C (Evidence Representation),0.4,0.034658341472290896,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_13_down', 'prop_dummy_7_down', 'prop_signal_decay_up']"
1,Stable Baseline,16,Agent D (Matched Random),0.0,0.0011316253956373367,"['prop_dummy_8_down', 'prop_dummy_12_up', 'prop_dummy_6_up', 'prop_dummy_10_up', 'prop_dummy_4_up']"
1,Stable Baseline,16,Agent E (Counterfactual Inverted),0.2,-0.03465834147229089,"['prop_signal_down', 'prop_signal_shift_down', 'prop_dummy_13_up', 'prop_dummy_7_up', 'prop_signal_decay_down']"
1,Stable Baseline,17,Agent A (Raw Experience),0.2,0.038893978171062514,"['prop_signal_up', 'prop_dummy_1_down', 'prop_dummy_13_up', 'prop_dummy_7_down', 'prop_dummy_8_down']"
1,Stable Baseline,17,Agent B (Heuristic Lift),0.2,0.033888898517093854,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_2_down', 'prop_dummy_1_down', 'prop_dummy_21_up']"
1,Stable Baseline,17,Agent C (Evidence Representation),0.2,0.05394047814314157,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_1_down', 'prop_dummy_21_up', 'prop_dummy_19_down']"
1,Stable Baseline,17,Agent D (Matched Random),0.0,-0.0069665445430284745,"['prop_dummy_13_down', 'prop_dummy_10_up', 'prop_dummy_6_down', 'prop_dummy_8_down', 'prop_dummy_6_up']"
1,Stable Baseline,17,Agent E (Counterfactual Inverted),0.2,-0.05394047814314151,"['prop_signal_down', 'prop_signal_shift_down', 'prop_dummy_1_up', 'prop_dummy_21_down', 'prop_dummy_19_up']"
1,Stable Baseline,18,Agent A (Raw Experience),0.2,0.025992997321785616,"['prop_dummy_14_down', 'prop_dummy_19_down', 'prop_signal_up', 'prop_dummy_2_down', 'prop_dummy_1_up']"
1,Stable Baseline,18,Agent B (Heuristic Lift),0.2,0.008919826590078306,"['prop_dummy_14_down', 'prop_dummy_5_up', 'prop_dummy_19_down', 'prop_signal_up', 'prop_dummy_2_down']"
1,Stable Baseline,18,Agent C (Evidence Representation),0.2,0.008919826590078306,"['prop_dummy_14_down', 'prop_dummy_5_up', 'prop_dummy_19_down', 'prop_signal_up', 'prop_dummy_2_down']"
1,Stable Baseline,18,Agent D (Matched Random),0.2,-0.0005383091315911637,"['prop_dummy_2_down', 'prop_signal_shift_down', 'prop_dummy_18_up', 'prop_dummy_11_up', 'prop_dummy_7_down']"
1,Stable Baseline,18,Agent E (Counterfactual Inverted),0.0,-0.00891982659007835,"['prop_dummy_14_up', 'prop_dummy_5_down', 'prop_dummy_19_up', 'prop_signal_down', 'prop_dummy_2_up']"
1,Stable Baseline,19,Agent A (Raw Experience),0.2,0.022138042090922426,"['prop_dummy_17_up', 'prop_dummy_10_up', 'prop_signal_decay_up', 'prop_dummy_4_up', 'prop_dummy_8_up']"
1,Stable Baseline,19,Agent B (Heuristic Lift),0.4,0.05536917929466236,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_17_up', 'prop_dummy_10_up', 'prop_signal_decay_up']"
1,Stable Baseline,19,Agent C (Evidence Representation),0.4,0.05536917929466236,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_17_up', 'prop_dummy_10_up', 'prop_signal_decay_up']"
1,Stable Baseline,19,Agent D (Matched Random),0.2,6.551079556171846e-05,"['prop_dummy_18_down', 'prop_spurious_signal_up', 'prop_dummy_13_down', 'prop_signal_shift_down', 'prop_dummy_13_up']"
1,Stable Baseline,19,Agent E (Counterfactual Inverted),0.2,-0.055369179294662375,"['prop_signal_down', 'prop_signal_shift_down', 'prop_dummy_17_down', 'prop_dummy_10_down', 'prop_signal_decay_down']"
1,Stable Baseline,20,Agent A (Raw Experience),0.0,0.016603691403406683,"['prop_dummy_2_up', 'prop_dummy_1_down', 'prop_dummy_18_up', 'prop_dummy_21_up', 'prop_dummy_5_down']"
1,Stable Baseline,20,Agent B (Heuristic Lift),0.2,0.05621805959050306,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_16_down', 'prop_dummy_13_up', 'prop_dummy_2_up']"
1,Stable Baseline,20,Agent C (Evidence Representation),0.2,0.01690343188784047,"['prop_signal_shift_up', 'prop_dummy_16_down', 'prop_dummy_2_up', 'prop_signal_decay_up', 'prop_dummy_11_up']"
1,Stable Baseline,20,Agent D (Matched Random),0.0,-0.010806062369361647,"['prop_dummy_20_up', 'prop_dummy_18_down', 'prop_dummy_21_down', 'prop_dummy_1_down', 'prop_dummy_5_up']"
1,Stable Baseline,20,Agent E (Counterfactual Inverted),0.2,-0.01690343188784047,"['prop_signal_shift_down', 'prop_dummy_16_up', 'prop_dummy_2_down', 'prop_signal_decay_down', 'prop_dummy_11_down']"
1,Stable Baseline,21,Agent A (Raw Experience),0.4,0.03640526269351633,"['prop_signal_up', 'prop_dummy_19_down', 'prop_dummy_15_up', 'prop_dummy_21_up', 'prop_signal_decay_up']"
1,Stable Baseline,21,Agent B (Heuristic Lift),0.2,0.025943882150509467,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_6_down', 'prop_dummy_19_down', 'prop_dummy_15_up']"
1,Stable Baseline,21,Agent C (Evidence Representation),0.2,0.025943882150509467,"['prop_signal_up', 'prop_signal_shift_up', 'prop_dummy_6_down', 'prop_dummy_19_down', 'prop_dummy_15_up']"
1,Stable Baseline,21,Agent D (Matched Random),0.0,-0.013719141010306935,"['prop_dummy_2_up', 'prop_dummy_10_up', 'prop_dummy_19_up', 'prop_dummy_17_up', 'prop_dummy_6_up']"
1,Stable Baseline,21,Agent E (Counterfactual Inverted),0.2,-0.025943882150509467,"['prop_signal_down', 'prop_signal_shift_down', 'prop_dummy_6_up', 'prop_dummy_19_up', 'prop_dummy_15_down']"
1,Stable Baseline,22,Agent A (Raw Experience),0.0,-0.061398400742663006,"['prop_dummy_3_down', 'prop_signal_shift_up', 'prop_dummy_9_down', 'prop_dummy_4_up', 'prop_dummy_17_up']"
1,Stable Baseline,22,Agent B (Heuristic Lift),0.2,0.00678593469716432,"['prop_signal_up', 'prop_dummy_3_down', 'prop_signal_shift_up', 'prop_dummy_8_down', 'prop_dummy_9_down']"
1,Stable Baseline,22,Agent C (Evidence Representation),0.0,-0.062471161936692866,"['prop_dummy_3_down', 'prop_signal_shift_up', 'prop_dummy_9_down', 'prop_dummy_4_up', 'prop_dummy_10_up']"
1,Stable Baseline,22,Agent D (Matched Random),0.0,-0.046715014312363065,"['prop_dummy_1_up', 'prop_dummy_4_down', 'prop_signal_down', 'prop_dummy_16_down', 'prop_dummy_11_up']"
1,Stable Baseline,22,Agent E (Counterfactual Inverted),0.2,0.06247116193669292,"['prop_dummy_3_up', 'prop_signal_shift_down', 'prop_dummy_9_up', 'prop_dummy_4_down', 'prop_dummy_10_down']"
1,Stable Baseline,23,Agent A (Raw Experience),0.0,0.04282621479364721,"['prop_dummy_19_up', 'prop_dummy_13_down', 'prop_dummy_16_up', 'prop_dummy_2_up', 'prop_dummy_9_up']"
1,Stable Baseline,23,Agent B (Heuristic Lift),0.2,0.078788868402799,"['prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_3_up', 'prop_dummy_19_up', 'prop_dummy_17_up']"
1,Stable Baseline,23,Agent C (Evidence Representation),0.0,0.059281910996178855,"['prop_dummy_19_up', 'prop_dummy_17_up', 'prop_dummy_13_down', 'prop_dummy_16_up', 'prop_dummy_2_up']"
1,Stable Baseline,23,Agent D (Matched Random),0.0,-0.07820890968345894,"['prop_dummy_21_down', 'prop_dummy_6_up', 'prop_signal_decay_down', 'prop_signal_down', 'prop_dummy_15_down']"
1,Stable Baseline,23,Agent E (Counterfactual Inverted),0.0,-0.059281910996178785,"['prop_dummy_19_down', 'prop_dummy_17_down', 'prop_dummy_13_up', 'prop_dummy_16_down', 'prop_dummy_2_down']"
1,Stable Baseline,24,Agent A (Raw Experience),0.2,0.02027271618500819,"['prop_signal_up', 'prop_dummy_6_up', 'prop_dummy_12_down', 'prop_dummy_7_up', 'prop_dummy_21_up']"
1,Stable Baseline,24,Agent B (Heuristic Lift),0.4,0.02265274559205266,"['prop_signal_decay_up', 'prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_5_down', 'prop_dummy_6_up']"
1,Stable Baseline,24,Agent C (Evidence Representation),0.4,0.008432796742947802,"['prop_signal_decay_up', 'prop_signal_shift_up', 'prop_signal_up', 'prop_dummy_6_up', 'prop_dummy_15_down']"
1,Stable Baseline,24,Agent D (Matched Random),0.0,-0.012778361269892425,"['prop_dummy_19_down', 'prop_dummy_9_up', 'prop_dummy_15_down', 'prop_dummy_2_down', 'prop_dummy_3_down']"
1,Stable Baseline,24,Agent E (Counterfactual Inverted),0.2,-0.008432796742947824,"['prop_signal_decay_down', 'prop_signal_shift_down', 'prop_signal_down', 'prop_dummy_6_down', 'prop_dummy_15_up']"
1,Stable Baseline,25,Agent A (Raw Experience),0.0,0.014318468663945715,"['prop_dummy_1_up', 'prop_signal_shift_up', 'prop_dummy_17_down', 'prop_dummy_12_down', 'prop_dummy_3_up']"
1,Stable Baseline,25,Agent B (Heuristic Lift),0.4,-0.005694252183760651,"['prop_dummy_1_up', 'prop_signal_up', 'prop_signal_decay_up', 'prop_signal_shift_up', 'prop_dummy_19_down']"
1,Stable Baseline,25,Agent C (Evidence Representation),0.2,-0.025854724193664434,"['prop_dummy_1_up', 'prop_signal_decay_up', 'prop_signal_shift_up', 'prop_spurious_signal_down', 'prop_dummy_17_down']"
1,Stable Baseline,25,Agent D (Matched Random),0.2,-0.004402260827963622,"['prop_dummy_9_up', 'prop_dummy_21_down', 'prop_signal_up', 'prop_dummy_3_down', 'prop_dummy_6_down']"
1,Stable Baseline,25,Agent E (Counterfactual Inverted),0.2,0.02585472419366448,"['prop_dummy_1_down', 'prop_signal_decay_down', 'prop_signal_shift_down', 'prop_spurious_signal_up', 'prop_dummy_17_up']"
1,Stable Baseline,26,Agent A (Raw Experience),0.0,0.035122342613839896,"['prop_dummy_20_down', 'prop_dummy_12_up', 'prop_dummy_9_down', 'prop_dummy_7_down', 'prop_dummy_5_up']"
1,Stable Baseline,26,Agent B (Heuristic Lift),0.2,0.06896401125344225,"['prop_signal_decay_up', 'prop_dummy_20_down', 'prop_dummy_12_up', 'prop_dummy_15_down', 'prop_dummy_9_down']"
1,Stable Baseline,26,Agent C (Evidence Representation),0.2,0.06896401125344225,"['prop_signal_decay_up', 'prop_dummy_20_down', 'prop_dummy_12_up', 'prop_dummy_15_down', 'prop_dummy_9_down']"
1,Stable Baseline,26,Agent D (Matched Random),0.0,0.03726169285143051,"['prop_dummy_20_down', 'prop_dummy_3_up', 'prop_dummy_18_up', 'prop_dummy_3_down', 'prop_dummy_10_down']"
1,Stable Baseline,26,Agent E (Counterfactual Inverted),0.0,-0.06896401125344219,"['prop_signal_decay_down', 'prop_dummy_20_up', 'prop_dummy_12_down', 'prop_dummy_15_up', 'prop_dummy_9_up']"
1,Stable Baseline,27,Agent A (Raw Experience),0.2,-0.04082829680766302,"['prop_dummy_2_up', 'prop_dummy_18_up', 'prop_dummy_7_up', 'prop_signal_decay_up', 'prop_signal_shift_up']"
1,Stable Baseline,27,Agent B (Heuristic Lift),0.2,0.03211388879982034,"['prop_dummy_4_down', 'prop_dummy_3_up', 'prop_signal_up', 'prop_dummy_2_up', 'prop_dummy_18_up']"
1,Stable Baseline,27,Agent C (Evidence Representation),0.0,-0.0028927063260279716,"['prop_dummy_4_down', 'prop_dummy_3_up', 'prop_dummy_2_up', 'prop_dummy_18_up', 'prop_dummy_1_down']"
